上市公司简称,股票代码,年份,AI提及次数,AI战略态度,AI整体水平,AI岗位数,AI专利数,一致性判定
开发科技,920029,2024.0,4,重点方向,中,8,0,言行一致
开尔新材,300234,2024.0,0,,,0,61,行动先行
开山股份,300257,2024.0,0,,,0,0,未涉及AI
开开实业,600272,2024.0,4,重点方向,中,0,0,表态超前
开普云,688228,2024.0,98,核心战略,高,8,53,言行一致
开普检测,003008,2024.0,2,初步探索,低,0,132,言行一致
开润股份,300577,2024.0,2,初步探索,低,3,28,言行一致
开滦股份,600997,2024.0,0,,,0,81,行动先行
开特股份,920978,2024.0,3,初步探索,低,0,24,言行一致
开立医疗,300633,2024.0,0,,,18,916,行动先行
开能健康,300272,2024.0,4,重点方向,中,16,96,言行一致
引力传媒,603598,2024.0,18,重点方向,中,15,0,言行一致
弘业期货,001236,2024.0,0,,,7,0,行动先行
弘亚数控,002833,2024.0,1,初步探索,低,18,12,言行一致
弘信电子,300657,2024.0,0,,,2,137,行动先行
弘元绿能,603185,2024.0,0,未提及,无,0,28,行动先行
弘宇股份,002890,2024.0,0,未提及,无,0,37,行动先行
弘景光电,301479,2024.0,6,以光学镜头为基础，结合AI技术拓展智能驾驶、智能家居等业务。,低,0,0,表态超前
张家港行,002839,2024.0,1,初步探索,低,1,0,言行一致
张家界,000430,2024.0,0,,,0,0,未涉及AI
张小泉,301055,2024.0,1,初步探索,低,8,65,言行一致
张江高科,600895,2024.0,0,,,3,0,行动先行
张裕,000869,2024.0,0,,无,0,24,行动先行
强力新材,300429,2024.0,1,初步探索,低,1,285,言行一致
强瑞技术,301128,2024.0,0,,,1,54,行动先行
强达电路,301628,2024.0,2,初步探索,低,0,0,表态超前
强邦新材,001279,2024.0,0,,无,0,0,未涉及AI
当升科技,300073,2024.0,0,,,1,329,行动先行
当虹科技,688039,2024.0,0,,,43,495,行动先行
彤程新材,603650,2024.0,2,未提及,无,0,232,言行一致
彩虹股份,600707,2024.0,0,,无,0,462,行动先行
彩虹集团,003023,2024.0,0,未提及,无,0,0,未涉及AI
彩蝶实业,603073,2024.0,0,,无,0,48,行动先行
彩讯股份,300634,2024.0,85,核心战略,高,424,134,言行一致
征和工业,003033,2024.0,0,,,0,168,行动先行
徐家汇,002561,2024.0,4,重点方向,中,0,0,表态超前
徐工机械,000425,2024.0,2,重点方向,中,21,2002,言行一致
徕木股份,603633,2024.0,0,,,26,98,行动先行
得利斯,002330,2024.0,0,,,0,16,行动先行
得邦照明,603303,2024.0,0,,,5,353,行动先行
御银股份,002177,2024.0,1,未提及,无,42,59,言行一致
微光股份,002801,2024.0,0,重点方向,低,3,89,行动先行
微创光电,920198,2024.0,7,重点方向,中,7,85,言行一致
微导纳米,688147,2024.0,4,未提及,低,7,406,言行一致
微电生理,688351,2024.0,2,重点方向,中,0,186,言行一致
微芯生物,688321,2024.0,3,重点方向,中,4,146,言行一致
德业股份,605117,2024.0,0,,无,11,19,行动先行
德冠新材,001378,2024.0,1,重点方向,低,0,79,言行一致
德创环保,603177,2024.0,0,,无,0,107,行动先行
德力股份,002571,2024.0,0,,,0,28,行动先行
德固特,300950,2024.0,0,初步探索,低,0,136,行动先行
德宏股份,603701,2024.0,0,,,0,15,行动先行
德尔未来,002631,2024.0,0,,,3,47,行动先行
德尔玛,301332,2024.0,0,,,3,60,行动先行
德尔股份,300473,2024.0,0,,无,0,65,行动先行
德展健康,000813,2024.0,1,未提及,低,2,0,言行一致
德必集团,300947,2024.0,1,初步探索,低,2,0,言行一致
德恩精工,300780,2024.0,0,,,3,56,行动先行
德才股份,605287,2024.0,4,重点方向,中,0,77,言行一致
德方纳米,300769,2024.0,1,初步探索,低,3,296,言行一致
德昌股份,605555,2024.0,1,未提及,低,0,71,言行一致
德明利,001309,2024.0,11,初步探索,低,0,268,言行一致
德林海,688069,2024.0,0,,,2,75,行动先行
德源药业,920735,2024.0,0,,,0,38,行动先行
德瑞锂电,920523,2024.0,2,未提及,低,0,38,言行一致
德生科技,002908,2024.0,0,,,42,37,行动先行
德石股份,301158,2024.0,1,初步探索,低,0,64,言行一致
德福科技,301511,2024.0,3,初步探索,低,0,288,言行一致
德科立,688205,2024.0,7,未提及,无,0,50,言行一致
德美化工,002054,2024.0,0,未提及,无,0,99,行动先行
德联集团,002666,2024.0,0,,无,0,1,行动先行
德艺文创,300640,2024.0,6,初步探索,低,0,19,言行一致
德赛电池,000049,2024.0,0,,,0,0,未涉及AI
德赛西威,002920,2024.0,6,核心战略,高,129,1664,言行一致
德迈仕,301007,2024.0,0,,,0,140,行动先行
德邦科技,688035,2024.0,0,,,0,380,行动先行
德马科技,688360,2024.0,0,,,0,147,行动先行
德龙汇能,000593,2024.0,0,未提及,无,1,0,行动先行
德龙激光,688170,2024.0,0,,,5,349,行动先行
心脉医疗,688016,2024.0,0,,,0,34,行动先行
必创科技,300667,2024.0,0,,,1,45,行动先行
必得科技,605298,2024.0,0,,无,5,67,行动先行
必易微,688045,2024.0,0,,,0,169,行动先行
志晟信息,920171,2024.0,29,重点方向,高,52,53,言行一致
志特新材,300986,2024.0,1,初步探索,低,4,25,言行一致
志邦家居,603801,2024.0,2,初步探索,低,5,101,言行一致
快克智能,603203,2024.0,0,,,15,97,行动先行
快可电子,301278,2024.0,0,未提及,无,0,115,行动先行
快意电梯,002774,2024.0,1,初步探索,低,2,189,言行一致
思创智联,300078,2024.0,16,重点方向,中,3,0,言行一致
思林杰,688115,2024.0,3,重点方向,中,7,51,言行一致
思泰克,301568,2024.0,24,核心战略,高,16,16,言行一致
思源电气,002028,2024.0,0,未提及,无,24,145,行动先行
思特奇,300608,2024.0,0,,,683,1543,行动先行
思特威,688213,2024.0,5,重点方向,高,9,0,言行一致
思瑞浦,688536,2024.0,13,未提及,中,1,0,言行一致
思看科技,688583,2024.0,28,重点方向,高,1,0,言行一致
思维列控,603508,2024.0,0,,,35,105,行动先行
思美传媒,002712,2024.0,5,重点方向,中,0,0,表态超前
思进智能,003025,2024.0,0,,,0,55,行动先行
怡亚通,002183,2024.0,0,,,56,2,行动先行
怡合达,301029,2024.0,3,重点方向,中,9,68,言行一致
怡达股份,300721,2024.0,0,,,0,59,行动先行
恒丰纸业,600356,2024.0,0,,,0,86,行动先行
恒为科技,603496,2024.0,0,,,9,0,行动先行
恒光股份,301118,2024.0,0,未提及,无,0,32,行动先行
恒兴新材,603276,2024.0,0,,无,0,19,行动先行
恒力石化,600346,2024.0,0,,无,0,0,未涉及AI
恒勃股份,301225,2024.0,0,,,0,41,行动先行
恒华科技,300365,2024.0,0,,,25,207,行动先行
恒合股份,920145,2024.0,0,,,1,15,行动先行
恒基达鑫,002492,2024.0,4,初步探索,低,0,17,言行一致
恒大高新,002591,2024.0,0,,,0,70,行动先行
恒太照明,920339,2024.0,1,重点方向,低,0,10,言行一致
恒宇信通,300965,2024.0,1,初步探索,低,2,0,言行一致
恒宝股份,002104,2024.0,2,初步探索,低,0,0,表态超前
恒实科技,300513,2024.0,1,初步探索,低,76,102,言行一致
恒尚节能,603137,2024.0,0,,,0,73,行动先行
恒工精密,301261,2024.0,0,,,0,26,行动先行
恒帅股份,300969,2024.0,1,重点方向,中,0,46,言行一致
恒拓开源,920415,2024.0,0,,,1,0,行动先行
恒星科技,002132,2024.0,1,初步探索,低,0,57,言行一致
恒林股份,603661,2024.0,0,初步探索,无,0,206,行动先行
恒润股份,603985,2024.0,0,,,0,55,行动先行
恒源煤电,600971,2024.0,0,,无,0,360,行动先行
恒烁股份,688416,2024.0,0,,,10,0,行动先行
恒玄科技,688608,2024.0,0,,,16,0,行动先行
恒瑞医药,600276,2024.0,1,初步探索,低,20,1375,言行一致
恒生电子,600570,2024.0,18,核心战略,高,303,473,言行一致
恒申新材,000782,2024.0,0,未提及,无,0,20,行动先行
恒盛能源,605580,2024.0,0,,,0,0,未涉及AI
恒立液压,601100,2024.0,2,重点方向,低,0,139,言行一致
恒立钻具,920942,2024.0,0,未提及,无,0,10,行动先行
恒而达,300946,2024.0,0,,,0,30,行动先行
恒誉环保,688309,2024.0,0,未提及,无,0,45,行动先行
恒辉安防,300952,2024.0,4,重点方向,中,2,25,言行一致
恒达新材,301469,2024.0,0,,无,0,44,行动先行
恒进感应,920870,2024.0,1,重点方向,中,0,0,表态超前
恒通股份,603223,2024.0,1,初步探索,低,3,0,言行一致
恒邦股份,002237,2024.0,0,,无,0,130,行动先行
恒鑫生活,301501,2024.0,0,智能制造升级,低,0,0,未涉及AI
恒铭达,002947,2024.0,0,,,0,4,行动先行
恒银科技,603106,2024.0,25,重点方向,高,68,397,言行一致
恒锋信息,300605,2024.0,0,,,5,38,行动先行
恒锋工具,300488,2024.0,1,重点方向,低,0,73,言行一致
恒顺醋业,600305,2024.0,0,未提及,无,0,97,行动先行
恩华药业,002262,2024.0,5,重点方向,高,17,264,言行一致
恩威医药,301331,2024.0,0,,,1,5,行动先行
恩捷股份,002812,2024.0,1,初步探索,低,0,3,言行一致
恺英网络,002517,2024.0,10,核心战略,高,0,0,表态超前
悦安新材,688786,2024.0,0,,,0,30,行动先行
悦康药业,688658,2024.0,0,,,1,43,行动先行
悦心健康,002162,2024.0,0,,,1,27,行动先行
悦达投资,600805,2024.0,4,重点方向,中,0,4,言行一致
惠丰钻石,920725,2024.0,0,,,0,17,行动先行
惠云钛业,300891,2024.0,0,,,0,28,行动先行
惠博普,002554,2024.0,1,初步探索,低,0,36,言行一致
惠发食品,603536,2024.0,0,,,2,132,行动先行
惠同新材,920751,2024.0,0,,,0,23,行动先行
惠城环保,300779,2024.0,0,,无,0,295,行动先行
惠天热电,000692,2024.0,0,,无,0,0,未涉及AI
惠威科技,002888,2024.0,4,重点方向,低,2,3,言行一致
惠柏新材,301555,2024.0,0,,,0,0,未涉及AI
惠泉啤酒,600573,2024.0,0,,无,0,23,行动先行
惠泰医疗,688617,2024.0,0,,,0,29,行动先行
惠而浦,600983,2024.0,0,,,2,0,行动先行
惠达卫浴,603385,2024.0,0,未提及,无,2,209,行动先行
惠通科技,301601,2024.0,0,,无,0,0,未涉及AI
意华股份,002897,2024.0,0,未提及,无,0,125,行动先行
慈文传媒,002343,2024.0,2,初步探索,低,0,0,表态超前
慈星股份,300307,2024.0,0,,,1,272,行动先行
慕思股份,001323,2024.0,1,初步探索,低,26,443,言行一致
慧为智能,920876,2024.0,0,,,12,40,行动先行
慧博云通,301316,2024.0,0,,,224,10,行动先行
慧智微,688512,2024.0,0,未提及,无,0,163,行动先行
慧翰股份,301600,2024.0,2,重点方向,中,7,0,言行一致
慧辰股份,688500,2024.0,20,核心战略,高,81,30,言行一致
戈碧迦,920438,2024.0,2,利用人工智能技术推动光学玻璃行业发展,低,3,122,言行一致
戎美股份,301088,2024.0,2,初步探索,低,0,0,表态超前
成大生物,688739,2024.0,0,,,0,140,行动先行
成电光信,920008,2024.0,0,初步探索,低,7,0,行动先行
成都先导,688222,2024.0,0,,,21,174,行动先行
成都华微,688709,2024.0,1,初步探索,低,5,179,言行一致
成都路桥,002628,2024.0,0,,,0,7,行动先行
成飞集成,002190,2024.0,2,初步探索,低,0,49,言行一致
我乐家居,603326,2024.0,5,核心战略,中,16,21,言行一致
我武生物,300357,2024.0,1,初步探索,低,18,20,言行一致
我爱我家,000560,2024.0,1,初步探索,低,27,0,言行一致
戴维医疗,300314,2024.0,0,,,4,84,行动先行
托普云农,301556,2024.0,10,公司以人工智能技术为核心，利用物联网、大数据等，深耕智慧农业，实现精准监测与智能管理。,高,19,0,言行一致
扬农化工,600486,2024.0,1,初步探索,低,0,588,言行一致
扬子新材,002652,2024.0,0,,无,0,21,行动先行
扬州金泉,603307,2024.0,0,,,0,2,行动先行
扬帆新材,300637,2024.0,0,,无,1,9,行动先行
扬杰科技,300373,2024.0,0,,,2,280,行动先行
扬电科技,301012,2024.0,0,,,0,15,行动先行
承德露露,000848,2024.0,0,,无,0,28,行动先行
抚顺特钢,600399,2024.0,3,初步探索,低,0,0,表态超前
报喜鸟,002154,2024.0,0,未提及,无,10,50,行动先行
拉卡拉,300773,2024.0,0,,,92,141,行动先行
拉普拉斯,688726,2024.0,0,,无,24,0,行动先行
拉芳家化,603630,2024.0,3,初步探索,低,9,225,言行一致
拓尔思,300229,2024.0,0,,,173,62,行动先行
拓山重工,001226,2024.0,0,,无,0,13,行动先行
拓斯达,300607,2024.0,0,,,97,343,行动先行
拓新药业,301089,2024.0,0,,无,0,47,行动先行
拓日新能,002218,2024.0,0,,无,0,44,行动先行
拓维信息,002261,2024.0,0,,,229,35,行动先行
拓荆科技,688072,2024.0,0,,,11,339,行动先行
拓邦股份,002139,2024.0,0,,无,99,813,行动先行
招商公路,001965,2024.0,0,,,1,58,行动先行
招商港口,001872,2024.0,4,重点方向,低,0,1,言行一致
招商积余,001914,2024.0,1,初步探索,低,0,0,表态超前
招商蛇口,001979,2024.0,0,,,18,18,行动先行
招商证券,600999,2024.0,8,核心战略,高,146,43,言行一致
招商银行,600036,2024.0,20,把握大语言模型确定性机会，加强AI研发与应用，探索零售、批发、中后台等场景，构筑核心竞争力。,高,206,1939,言行一致
招标股份,301136,2024.0,0,,,0,0,未涉及AI
招金黄金,000506,2024.0,0,,无,0,0,未涉及AI
拱东医疗,605369,2024.0,0,,,0,44,行动先行
拾比佰,920768,2024.0,2,重点方向,中,0,29,言行一致
指南针,300803,2024.0,0,未提及,无,39,0,行动先行
挖金客,301380,2024.0,3,重点方向,中,0,0,表态超前
振东制药,300158,2024.0,2,初步探索,低,8,96,言行一致
振华新材,688707,2024.0,2,初步探索,低,0,41,言行一致
振华科技,000733,2024.0,0,,,0,0,未涉及AI
振华重工,600320,2024.0,0,,无,31,801,行动先行
振华风光,688439,2024.0,10,重点方向,中,1,168,言行一致
振德医疗,603301,2024.0,3,重点方向,中,3,216,言行一致
振江股份,603507,2024.0,1,初步探索,低,0,66,言行一致
振芯科技,300101,2024.0,11,重点方向,中,9,72,言行一致
振邦智能,003028,2024.0,8,重点方向,中,212,113,言行一致
捷众科技,920690,2024.0,0,未提及,无,0,55,行动先行
捷佳伟创,300724,2024.0,0,,,2,147,行动先行
捷安高科,300845,2024.0,0,,,32,129,行动先行
捷强装备,300875,2024.0,0,,,3,73,行动先行
捷成股份,300182,2024.0,23,核心战略,高,8,38,言行一致
捷捷微电,300623,2024.0,4,重点方向,低,0,89,言行一致
捷昌驱动,603583,2024.0,1,初步探索,低,7,275,言行一致
捷荣技术,002855,2024.0,0,,,0,81,行动先行
捷邦科技,301326,2024.0,3,初步探索,低,1,107,言行一致
捷顺科技,002609,2024.0,0,,,136,571,行动先行
掌趣科技,300315,2024.0,1,未提及,无,28,6,言行一致
掌阅科技,603533,2024.0,20,核心战略,高,197,673,言行一致
探路者,300005,2024.0,5,重点方向,中,3,35,言行一致
摩恩电气,002451,2024.0,0,,,0,28,行动先行
播恩集团,001366,2024.0,0,,,0,69,行动先行
敏芯股份,688286,2024.0,6,重点方向,低,1,198,言行一致
敦煌种业,600354,2024.0,0,,无,0,9,行动先行
数字人,920670,2024.0,0,,,4,37,行动先行
数字政通,300075,2024.0,0,,,113,40,行动先行
数字认证,300579,2024.0,0,,,42,0,行动先行
数据港,603881,2024.0,4,初步探索,低,83,29,言行一致
数码视讯,300079,2024.0,0,,,100,252,行动先行
敷尔佳,301371,2024.0,0,,,0,38,行动先行
文投控股,600715,2024.0,0,,,0,0,未涉及AI
文灿股份,603348,2024.0,0,,,0,1,行动先行
文科股份,002775,2024.0,0,,,0,149,行动先行
斯瑞新材,688102,2024.0,0,,,0,346,行动先行
斯莱克,300382,2024.0,0,,,13,58,行动先行
斯菱智驱,301550,2024.0,0,未提及,无,0,5,行动先行
斯达半导,603290,2024.0,0,,,0,129,行动先行
斯迪克,300806,2024.0,0,,,0,620,行动先行
新世界,600628,2024.0,1,未提及,无,0,1,言行一致
新中港,605162,2024.0,0,,无,0,6,行动先行
新乡化纤,000949,2024.0,0,未提及,无,0,107,行动先行
新乳业,002946,2024.0,0,,无,6,92,行动先行
新五丰,600975,2024.0,0,,,5,18,行动先行
新亚制程,002388,2024.0,2,初步探索,低,9,7,言行一致
新亚强,603155,2024.0,0,,,0,32,行动先行
新亚电子,605277,2024.0,0,,,0,25,行动先行
新亚电缆,001382,2024.0,0,,无,0,0,未涉及AI
新产业,300832,2024.0,0,,无,5,279,行动先行
新余国科,300722,2024.0,0,,,0,24,行动先行
新光光电,688011,2024.0,0,,,4,136,行动先行
新光药业,300519,2024.0,0,,无,0,10,行动先行
新兴装备,002933,2024.0,0,,,2,12,行动先行
新兴铸管,000778,2024.0,0,,,0,924,行动先行
新农开发,600359,2024.0,1,初步探索,低,0,2,言行一致
新农股份,002942,2024.0,0,,无,1,65,行动先行
新凤鸣,603225,2024.0,0,以绿色新材料和智能制造为发展方向,中,1,124,行动先行
新力金融,600318,2024.0,0,,,0,0,未涉及AI
新劲刚,300629,2024.0,0,未提及,无,0,38,行动先行
新化股份,603867,2024.0,1,初步探索,低,0,160,言行一致
新北洋,002376,2024.0,0,,,17,574,行动先行
新华传媒,600825,2024.0,0,,,0,0,未涉及AI
新华制药,000756,2024.0,0,未提及,无,0,478,行动先行
新华医疗,600587,2024.0,4,重点方向,中,7,767,言行一致
新华百货,600785,2024.0,2,核心战略,中,0,0,表态超前
新华网,603888,2024.0,0,,,151,177,行动先行
新华都,002264,2024.0,7,重点方向,中,0,0,表态超前
新叶股份,002476,2024.0,0,,无,0,19,行动先行
新和成,002001,2024.0,0,,无,11,751,行动先行
新国都,300130,2024.0,0,,,184,46,行动先行
新城市,300778,2024.0,0,,,1,27,行动先行
新城控股,601155,2024.0,2,重点方向,低,4,28,言行一致
新大正,002968,2024.0,0,,,0,0,未涉及AI
新大洲,000571,2024.0,0,,无,0,0,未涉及AI
新大陆,000997,2024.0,0,,,16,299,行动先行
新天地,301277,2024.0,0,,无,0,296,行动先行
新天然气,603393,2024.0,0,,无,3,0,行动先行
新天科技,300259,2024.0,0,,,6,52,行动先行
新天绿能,600956,2024.0,0,,,1,63,行动先行
新天药业,002873,2024.0,0,初步探索,低,1,89,行动先行
新奥股份,600803,2024.0,0,,,6,0,行动先行
新威凌,920634,2024.0,0,,无,0,7,行动先行
新媒股份,300770,2024.0,12,重点方向,中,21,34,言行一致
新宁物流,300013,2024.0,3,重点方向,低,1,6,言行一致
新安洁,920370,2024.0,3,重点方向,中,5,42,言行一致
新安股份,600596,2024.0,4,重点方向,中,9,515,言行一致
新宏泽,002836,2024.0,0,,,0,0,未涉及AI
新宙邦,300037,2024.0,3,初步探索,低,0,461,言行一致
新宝股份,002705,2024.0,0,未提及,无,64,694,行动先行
新巨丰,301296,2024.0,0,,无,0,26,行动先行
新希望,000876,2024.0,0,,无,88,386,行动先行
新开普,300248,2024.0,0,,,24,281,行动先行
新开源,300109,2024.0,1,初步探索,低,0,8,言行一致
新强联,300850,2024.0,0,未提及,无,0,67,行动先行
新日股份,603787,2024.0,0,未提及,无,8,53,行动先行
新时达,002527,2024.0,0,,,52,422,行动先行
新易盛,300502,2024.0,0,,,10,129,行动先行
新晨科技,300542,2024.0,0,,,31,21,行动先行
新朋股份,002328,2024.0,1,初步探索,低,1,1,言行一致
新柴股份,301032,2024.0,0,,无,0,29,行动先行
新泉股份,603179,2024.0,0,未提及,无,1,50,行动先行
新洁能,605111,2024.0,6,重点方向,中,0,166,言行一致
新洋丰,000902,2024.0,1,初步探索,低,3,230,言行一致
新澳股份,603889,2024.0,0,,,1,47,行动先行
新瀚新材,301076,2024.0,0,,,2,33,行动先行
新炬网络,605398,2024.0,60,核心战略,高,74,116,言行一致
新点软件,688232,2024.0,0,,,22,144,行动先行
新特电气,301120,2024.0,0,,,3,42,行动先行
新疆交建,002941,2024.0,0,未提及,无,1,88,行动先行
新疆众和,600888,2024.0,0,,,10,279,行动先行
新疆天业,600075,2024.0,0,未提及,无,0,3,行动先行
新疆火炬,603080,2024.0,0,,,0,1,行动先行
新益昌,688383,2024.0,2,初步探索,中,15,114,言行一致
新相微,688593,2024.0,0,,,0,33,行动先行
新筑股份,002480,2024.0,0,,无,6,67,行动先行
新经典,603096,2024.0,0,,,0,0,未涉及AI
新美星,300509,2024.0,0,,,2,629,行动先行
新联电子,002546,2024.0,0,,,6,61,行动先行
新能泰山,000720,2024.0,0,未提及,无,0,0,未涉及AI
新致软件,688590,2024.0,35,核心战略,高,130,28,言行一致
新芝生物,920685,2024.0,0,,,0,48,行动先行
新莱应材,300260,2024.0,4,重点方向,中,0,111,言行一致
新莱福,301323,2024.0,2,未提及,低,0,49,言行一致
新赛股份,600540,2024.0,0,,,0,2,行动先行
新赣江,920367,2024.0,0,,,0,10,行动先行
新迅达,300518,2024.0,1,未提及,无,3,3,言行一致
新里程,002219,2024.0,8,核心战略,高,0,12,言行一致
新金路,000510,2024.0,0,,,0,3,行动先行
新钢股份,600782,2024.0,3,初步探索,低,0,471,言行一致
新铝时代,301613,2024.0,0,,无,0,0,未涉及AI
新锐股份,688257,2024.0,0,未提及,无,1,80,行动先行
新锦动力,300157,2024.0,0,未提及,无,1,32,行动先行
新雷能,300593,2024.0,0,,,0,87,行动先行
新风光,688663,2024.0,1,初步探索,低,2,217,言行一致
新黄浦,600638,2024.0,0,,,0,0,未涉及AI
方大新材,920163,2024.0,0,未提及,无,1,21,行动先行
方大炭素,600516,2024.0,2,重点方向,低,0,51,言行一致
方大特钢,600507,2024.0,0,未提及,无,4,30,行动先行
方大集团,000055,2024.0,10,核心战略,中,5,19,言行一致
方正电机,002196,2024.0,0,,,0,32,行动先行
方正科技,600601,2024.0,0,,,0,4,行动先行
方正阀门,920082,2024.0,0,,无,0,0,未涉及AI
方盛制药,603998,2024.0,0,,,1,46,行动先行
方盛股份,920662,2024.0,2,重点方向,中,0,9,言行一致
方直科技,300235,2024.0,0,,,20,38,行动先行
方邦股份,688020,2024.0,8,未提及,低,0,385,言行一致
旋极信息,300324,2024.0,25,核心战略,高,33,205,言行一致
旗天科技,300061,2024.0,12,积极探索人工智能应用,中,32,0,言行一致
旗滨集团,601636,2024.0,0,,,0,8,行动先行
无线传媒,301551,2024.0,4,公司重点推进人工智能在互动电视和智慧家庭服务中的应用,中,0,0,表态超前
无锡振华,605319,2024.0,0,,无,0,21,行动先行
无锡晶晟,920547,2024.0,0,,无,0,51,行动先行
无锡银行,600908,2024.0,0,未提及,无,0,4,行动先行
无锡鼎邦,920931,2024.0,1,初步探索,低,0,26,言行一致
日上集团,002593,2024.0,0,,,1,15,行动先行
日丰股份,002953,2024.0,1,初步探索,低,0,51,言行一致
日久光电,003015,2024.0,0,未提及,无,0,100,行动先行
日出东方,603366,2024.0,0,,,16,130,行动先行
日发精机,002520,2024.0,0,,,0,12,行动先行
日月明,300906,2024.0,0,,,7,68,行动先行
日月股份,,2024.0,0,,,0,0,未涉及AI
日海智能,002313,2024.0,3,初步探索,低,28,90,言行一致
日照港,600017,2024.0,0,,,0,17,行动先行
日盈电子,603286,2024.0,0,,,7,99,行动先行
日科化学,300214,2024.0,0,,,0,42,行动先行
日联科技,688531,2024.0,0,,,45,38,行动先行
日辰股份,603755,2024.0,0,,,0,22,行动先行
旭光电子,600353,2024.0,0,,,0,17,行动先行
旭升集团,603305,2024.0,0,,,6,122,行动先行
旭杰科技,920149,2024.0,0,,,0,4,行动先行
时代万恒,600241,2024.0,0,,无,0,0,未涉及AI
时代出版,600551,2024.0,0,,,0,14,行动先行
时代新材,600458,2024.0,0,未提及,无,0,2222,行动先行
时代电气,688187,2024.0,0,,,37,2244,行动先行
时创能源,688429,2024.0,0,,无,0,310,行动先行
时空科技,605178,2024.0,0,,,2,6,行动先行
旷达科技,002516,2024.0,0,,,1,37,行动先行
旺成科技,920896,2024.0,0,,,0,36,行动先行
旺能环境,002034,2024.0,3,重点方向,中,0,0,表态超前
昀冢科技,688260,2024.0,0,未提及,无,4,98,行动先行
昂利康,002940,2024.0,0,,无,0,46,行动先行
昂立教育,600661,2024.0,0,,,1,0,行动先行
昆仑万维,300418,2024.0,50,核心战略,高,69,13,言行一致
昆工科技,920152,2024.0,0,,,0,135,行动先行
昆船智能,301311,2024.0,5,重点方向,中,1,205,言行一致
昆药集团,600422,2024.0,3,重点方向,中,1,304,言行一致
昇兴股份,002752,2024.0,0,,,7,3,行动先行
昇辉科技,300423,2024.0,2,重点方向,中,0,23,言行一致
昊华科技,600378,2024.0,0,,,0,5,行动先行
昊华能源,601101,2024.0,0,,无,0,39,行动先行
昊帆生物,301393,2024.0,0,,无,0,90,行动先行
昊志机电,300503,2024.0,0,,,19,373,行动先行
昊海生科,688366,2024.0,0,,无,10,85,行动先行
昌红科技,300151,2024.0,2,初步探索,低,1,18,言行一致
明冠新材,688560,2024.0,0,,无,5,64,行动先行
明微电子,688699,2024.0,2,未提及,低,0,246,言行一致
明志科技,688355,2024.0,0,,,3,209,行动先行
明新旭腾,605068,2024.0,0,未提及,无,7,50,行动先行
明星电力,600101,2024.0,0,,,0,18,行动先行
明月镜片,301101,2024.0,8,未提及,中,0,72,言行一致
明牌珠宝,002574,2024.0,0,,,0,7,行动先行
明阳电气,301291,2024.0,1,初步探索,低,4,113,言行一致
明阳电路,300739,2024.0,4,初步探索,低,7,130,言行一致
明阳科技,920663,2024.0,0,,,0,0,未涉及AI
易事特,300376,2024.0,7,重点方向,中,11,294,言行一致
易天股份,300812,2024.0,7,初步探索,低,3,119,言行一致
易实精密,920221,2024.0,0,未提及,无,0,31,行动先行
易德龙,603380,2024.0,3,初步探索,低,3,56,言行一致
易成新能,300080,2024.0,0,,无,0,73,行动先行
易明医药,002826,2024.0,0,,无,0,16,行动先行
易普力,002096,2024.0,0,,,0,3,行动先行
易点天下,301171,2024.0,0,,,16,1,行动先行
易瑞生物,300942,2024.0,0,,无,1,93,行动先行
星云股份,300648,2024.0,0,未提及,无,48,553,行动先行
星华新材,301077,2024.0,2,初步探索,低,0,55,言行一致
星图测控,920116,2024.0,12,核心战略,高,4,0,言行一致
星宸科技,301536,2024.0,0,,,15,174,行动先行
星帅尔,002860,2024.0,8,未提及,低,0,34,言行一致
星德胜,603344,2024.0,0,,,0,0,未涉及AI
星徽股份,300464,2024.0,0,初步探索,低,0,52,行动先行
星昊医药,920017,2024.0,0,未提及,无,0,86,行动先行
星星科技,300256,2024.0,0,,,2,53,行动先行
星湖科技,600866,2024.0,0,,无,0,140,行动先行
星源卓镁,301398,2024.0,3,初步探索,低,1,31,言行一致
星源材质,300568,2024.0,0,,,1,255,行动先行
星环科技,688031,2024.0,0,,,21,0,行动先行
星球石墨,688633,2024.0,0,未提及,无,0,152,行动先行
星网宇达,002829,2024.0,0,,,16,55,行动先行
星网锐捷,002396,2024.0,0,,,43,170,行动先行
星辉娱乐,300043,2024.0,0,,,5,23,行动先行
星辉环材,300834,2024.0,0,未提及,无,0,10,行动先行
星辰科技,920885,2024.0,0,,,0,42,行动先行
映翰通,688080,2024.0,0,,,27,77,行动先行
春光智能,920810,2024.0,1,重点方向,低,2,9,言行一致
春光科技,603657,2024.0,0,未提及,无,0,23,行动先行
春兰股份,600854,2024.0,0,,无,0,9,行动先行
春晖智控,300943,2024.0,0,,,0,0,未涉及AI
春秋电子,603890,2024.0,0,,,2,28,行动先行
春秋航空,601021,2024.0,3,重点方向,中,85,1,言行一致
春立医疗,688236,2024.0,0,,,0,617,行动先行
春雪食品,605567,2024.0,0,未提及,无,0,7,行动先行
春风动力,603129,2024.0,0,,,14,749,行动先行
昭衍新药,603127,2024.0,0,,,1,28,行动先行
昱能科技,688348,2024.0,0,,,1,137,行动先行
显盈科技,301067,2024.0,1,初步探索,低,1,23,言行一致
晋亿实业,601002,2024.0,0,,,0,20,行动先行
晋拓股份,603211,2024.0,1,重点方向,中,1,25,言行一致
晋控煤业,601001,2024.0,0,,无,0,0,未涉及AI
